"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-06-13 ~ 2026-06-12"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 강원특별자치도"
"시군구 : 춘천시"
"읍면동 : 효자동"
"면적 : 전체"
"금액선택 : 30 ~ 1000 만원"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"835","강원특별자치도 춘천시 효자동","1*","8m미만","26.00","월세","202512","12","300","40","2015","백령로165번길","202601~202701","신규","-","","","단독다가구"
"836","강원특별자치도 춘천시 효자동","1**","8m미만","26.40","월세","202512","12","200","30","2004","둥지길47번길","202601~202701","신규","-","","","단독다가구"
"837","강원특별자치도 춘천시 효자동","1**","8m미만","22.00","월세","202512","12","100","30","2005","미려골길","202601~202701","신규","-","","","단독다가구"
"838","강원특별자치도 춘천시 효자동","6**","25m미만","26.00","월세","202512","12","300","43","2018","서부대성로","202602~202702","신규","-","","","단독다가구"
"839","강원특별자치도 춘천시 효자동","1**","25m미만","40.00","월세","202512","12","400","50","","백령로","202602~202702","신규","-","","","단독다가구"
"840","강원특별자치도 춘천시 효자동","7**","8m미만","25.00","월세","202512","12","300","45","2024","백령로","202512~202612","신규","-","","","단독다가구"
"841","강원특별자치도 춘천시 효자동","6**","8m미만","40.00","월세","202512","12","500","60","2018","서부대성로205번길","202512~202612","신규","-","","","단독다가구"
"842","강원특별자치도 춘천시 효자동","1*","8m미만","29.75","월세","202512","12","500","43","2010","백령로165번길","202512~202712","신규","-","","","단독다가구"
"843","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","12","300","32","2012","법원뒷길","202601~202701","신규","-","","","단독다가구"
"844","강원특별자치도 춘천시 효자동","6**","8m미만","28.00","월세","202512","11","300","45","","서부대성로173번길","202602~202702","신규","-","","","단독다가구"
"845","강원특별자치도 춘천시 효자동","1**","8m미만","25.00","월세","202512","11","300","32","2012","법원뒷길","202602~202702","신규","-","","","단독다가구"
"846","강원특별자치도 춘천시 효자동","2**","25m이상","26.00","월세","202512","11","500","30","2015","백령로","-","-","-","","","단독다가구"
"847","강원특별자치도 춘천시 효자동","7**","8m미만","24.00","월세","202512","11","500","60","1995","백령로119번길","202512~202612","신규","-","","","단독다가구"
"848","강원특별자치도 춘천시 효자동","7**","8m미만","34.11","월세","202512","11","500","48","2015","춘천로310번길","202512~202712","신규","-","","","단독다가구"
"849","강원특별자치도 춘천시 효자동","1**","8m미만","30.00","월세","202512","11","300","39","2014","백령로67번길","202601~202702","신규","-","","","단독다가구"
"850","강원특별자치도 춘천시 효자동","1**","8m미만","27.00","월세","202512","11","300","45","2017","백령로61번길","202602~202702","신규","-","","","단독다가구"
"851","강원특별자치도 춘천시 효자동","7**","8m미만","30.00","월세","202512","10","200","30","2011","백령로115번길","202602~202702","신규","-","","","단독다가구"
"852","강원특별자치도 춘천시 효자동","1**","8m미만","29.50","월세","202512","10","200","39","2012","백령로23번길","202601~202701","신규","-","","","단독다가구"
"853","강원특별자치도 춘천시 효자동","6**","8m미만","30.00","월세","202512","10","300","46","2017","춘천로204번길","-","-","-","","","단독다가구"
"854","강원특별자치도 춘천시 효자동","6**","12m미만","20.00","월세","202512","10","100","34","2003","효자로150번길","202512~202612","신규","-","","","단독다가구"
"855","강원특별자치도 춘천시 효자동","2**","8m미만","26.00","월세","202512","10","300","48","2018","공지로","202602~202702","신규","-","","","단독다가구"
"856","강원특별자치도 춘천시 효자동","6**","8m미만","30.00","월세","202512","10","100","35","2001","효자로150번길","202512~202612","신규","-","","","단독다가구"
"857","강원특별자치도 춘천시 효자동","1**","8m미만","45.00","월세","202512","10","500","55","2017","효자로102번길","202601~202701","신규","-","","","단독다가구"
"858","강원특별자치도 춘천시 효자동","6**","8m미만","28.00","월세","202512","10","300","45","2016","서부대성로173번길","202602~202702","신규","-","","","단독다가구"
"859","강원특별자치도 춘천시 효자동","1**","8m미만","45.00","월세","202512","10","500","55","2017","효자로102번길","202601~202701","신규","-","","","단독다가구"
"860","강원특별자치도 춘천시 효자동","2**","8m미만","36.00","월세","202512","09","500","50","2017","공지로218번길","202601~202707","신규","-","","","단독다가구"
"861","강원특별자치도 춘천시 효자동","1**","8m미만","35.00","월세","202512","09","300","45","2016","백령로61번길","202602~202702","신규","-","","","단독다가구"
"862","강원특별자치도 춘천시 효자동","1*","8m미만","27.00","월세","202512","09","300","37","1997","서부대성로239번길","202601~202701","신규","-","","","단독다가구"
"863","강원특별자치도 춘천시 효자동","1**","8m미만","23.00","월세","202512","09","300","40","2014","백령로67번길","202601~202701","신규","-","","","단독다가구"
"864","강원특별자치도 춘천시 효자동","1**","25m미만","24.00","월세","202512","09","200","30","2002","백령로","202512~202612","신규","-","","","단독다가구"
"865","강원특별자치도 춘천시 효자동","1*","8m미만","29.00","월세","202512","09","300","45","2015","백령로165번길","202601~202701","신규","-","","","단독다가구"
"866","강원특별자치도 춘천시 효자동","7**","12m미만","28.00","월세","202512","09","300","50","2017","공지로307번길","202601~202701","신규","-","","","단독다가구"
"867","강원특별자치도 춘천시 효자동","1**","8m미만","53.00","월세","202512","08","500","40","2004","효평길20번길","202512~202612","신규","-","","","단독다가구"
"868","강원특별자치도 춘천시 효자동","1**","8m미만","42.00","월세","202512","08","200","60","1990","백령로25번길","202602~202702","신규","-","","","단독다가구"
"869","강원특별자치도 춘천시 효자동","7**","8m미만","20.00","월세","202512","08","200","30","2002","서부대성로206번길","202602~202702","신규","-","","","단독다가구"
"870","강원특별자치도 춘천시 효자동","1*","8m미만","33.00","월세","202512","08","300","52","2016","백령로165번길","202601~202701","신규","-","","","단독다가구"
"871","강원특별자치도 춘천시 효자동","1**","25m미만","23.00","월세","202512","08","400","43","","백령로","202602~202702","갱신","-","400","43","단독다가구"
"872","강원특별자치도 춘천시 효자동","6**","12m미만","27.00","월세","202512","07","300","40","2015","춘천로204번길","202512~202612","신규","-","","","단독다가구"
"873","강원특별자치도 춘천시 효자동","1**","8m미만","24.00","월세","202512","07","300","30","2017","백령로75번길","202602~202702","신규","-","","","단독다가구"
"874","강원특별자치도 춘천시 효자동","1*","8m미만","43.00","월세","202512","07","500","62","","백령로165번길","202512~202712","신규","-","","","단독다가구"
"875","강원특별자치도 춘천시 효자동","6**","12m미만","24.00","월세","202512","07","300","38","2016","춘천로204번길","202602~202702","신규","-","","","단독다가구"
"876","강원특별자치도 춘천시 효자동","6**","12m미만","28.00","월세","202512","06","300","45","2018","두하길","202601~202701","신규","-","","","단독다가구"
"877","강원특별자치도 춘천시 효자동","1**","8m미만","234.18","월세","202512","06","200","30","2003","백령로61번길","202602~202702","신규","-","","","단독다가구"
"878","강원특별자치도 춘천시 효자동","1**","8m미만","21.00","월세","202512","06","300","30","2016","백령로67번길","202602~202702","신규","-","","","단독다가구"
"879","강원특별자치도 춘천시 효자동","1**","8m미만","234.18","월세","202512","06","200","30","2003","백령로61번길","202601~202701","신규","-","","","단독다가구"
"880","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202512","06","200","30","2004","백령로25번길","202601~202701","신규","-","","","단독다가구"
"881","강원특별자치도 춘천시 효자동","1*","8m미만","43.00","월세","202512","06","500","56","2016","백령로165번길","202602~202702","신규","-","","","단독다가구"
"882","강원특별자치도 춘천시 효자동","7**","8m미만","29.00","월세","202512","06","300","40","","백령로115번길","202601~202701","신규","-","","","단독다가구"
"883","강원특별자치도 춘천시 효자동","7**","8m미만","27.00","월세","202512","06","150","30","2011","백령로115번길","202602~202702","신규","-","","","단독다가구"
"884","강원특별자치도 춘천시 효자동","1*","8m미만","43.00","월세","202512","06","500","56","","백령로165번길","202602~202702","신규","-","","","단독다가구"
"885","강원특별자치도 춘천시 효자동","1**","8m미만","23.00","월세","202512","06","100","31","2003","백령로83번길","202512~202612","신규","-","","","단독다가구"
"886","강원특별자치도 춘천시 효자동","6**","8m미만","30.00","월세","202512","06","300","50","","백령로151번길","202602~202702","신규","-","","","단독다가구"
"887","강원특별자치도 춘천시 효자동","6**","8m미만","28.00","월세","202512","06","300","45","","서부대성로173번길","202601~202701","신규","-","","","단독다가구"
"888","강원특별자치도 춘천시 효자동","4**","12m미만","32.00","월세","202512","06","200","30","2005","효자로92번길","202512~202612","신규","-","","","단독다가구"
"889","강원특별자치도 춘천시 효자동","1**","25m미만","23.00","월세","202512","05","400","43","","백령로","202602~202702","갱신","-","400","43","단독다가구"
"890","강원특별자치도 춘천시 효자동","1**","25m미만","33.00","월세","202512","05","400","43","","백령로","202601~202701","신규","-","","","단독다가구"
"891","강원특별자치도 춘천시 효자동","1**","8m미만","33.00","월세","202512","05","300","41","2017","백령로67번길","202512~202702","갱신","사용","300","45","단독다가구"
"892","강원특별자치도 춘천시 효자동","1**","8m미만","20.00","월세","202512","05","300","37","","백령로23번길","202601~202701","신규","-","","","단독다가구"
